date,nav_regular_growth,nav_direct_growth
2015-02-16,19.2888,19.4369
2015-02-18,19.2890,19.4377
2015-02-19,19.3117,19.4608
2015-02-20,19.3119,19.4614
2015-02-23,19.3384,19.4890
2015-02-24,19.3319,19.4826
2015-02-25,19.3467,19.4979
2015-02-26,19.3382,19.4896
2015-02-27,19.3601,19.5119
2015-03-02,19.3439,19.4965
2015-03-03,19.3456,19.4985
2015-03-04,19.3896,19.5431
2015-03-05,19.3556,19.5092
2015-03-09,19.3941,19.5491
2015-03-10,19.3857,19.5409
2015-03-11,19.3702,19.5256
2015-03-12,19.3754,19.5312
2015-03-13,19.3951,19.5512
2015-03-16,19.3795,19.5364
2015-03-17,19.3997,19.5571
2015-03-18,19.4041,19.5618
2015-03-19,19.4439,19.6022
2015-03-20,19.4222,19.5806
2015-03-23,19.4402,19.5996
2015-03-24,19.4229,19.5825
2015-03-25,19.4462,19.6062
2015-03-26,19.4241,19.5842
2015-03-27,19.4382,19.5988
2015-03-30,19.4642,19.6258
2015-03-31,19.5000,19.6622
2015-04-01,19.5045,19.6671
2015-04-06,19.5314,19.6957
2015-04-07,19.5199,19.6843
2015-04-08,19.5290,19.6938
2015-04-09,19.5440,19.7093
2015-04-10,19.5459,19.7115
2015-04-13,19.5606,19.7272
2015-04-15,19.5616,19.7287
2015-04-16,19.5733,19.7409
2015-04-17,19.5726,19.7404
2015-04-20,19.5855,19.7543
2015-04-21,19.5781,19.7472
2015-04-22,19.5683,19.7376
2015-04-23,19.6023,19.7721
2015-04-24,19.6128,19.7830
2015-04-27,19.6171,19.7882
2015-04-28,19.6101,19.7815
2015-04-29,19.6215,19.7933
2015-04-30,19.6112,19.7832
2015-05-04,19.6439,19.8173
2015-05-05,19.6444,19.8182
2015-05-06,19.6809,19.8552
2015-05-07,19.6812,19.8559
2015-05-08,19.6870,19.8620
2015-05-11,19.6884,19.8643
2015-05-12,19.7207,19.8972
2015-05-13,19.6925,19.8690
2015-05-14,19.7088,19.8857
2015-05-15,19.7198,19.8972
2015-05-18,19.7284,19.9066
2015-05-19,19.7338,19.9124
2015-05-20,19.7351,19.9140
2015-05-21,19.7376,19.9168
2015-05-22,19.7555,19.9352
2015-05-25,19.7529,19.9334
2015-05-26,19.7552,19.9361
2015-05-27,19.7561,19.9373
2015-05-28,19.7550,19.9364
2015-05-29,19.7511,19.9328
2015-06-01,19.7774,19.9601
2015-06-02,19.7976,19.9808
2015-06-03,19.7965,19.9800
2015-06-04,19.7885,19.9723
2015-06-05,19.8164,20.0007
2015-06-08,19.8156,20.0007
2015-06-09,19.8054,19.9907
2015-06-10,19.8171,20.0029
2015-06-11,19.8322,20.0184
2015-06-12,19.8261,20.0125
2015-06-15,19.8444,20.0319
2015-06-16,19.8365,20.0242
2015-06-17,19.8558,20.0439
2015-06-18,19.8612,20.0497
2015-06-19,19.8430,20.0316
2015-06-22,19.8594,20.0491
2015-06-23,19.8532,20.0431
2015-06-24,19.8691,20.0594
2015-06-25,19.8706,20.0612
2015-06-26,19.8920,20.0831
2015-06-29,19.9045,20.0966
2015-06-30,19.8952,20.0875
2015-07-01,19.8971,20.0897
2015-07-02,19.9177,20.1109
2015-07-03,19.9145,20.1079
2015-07-06,19.8951,20.0892
2015-07-07,19.9062,20.1007
2015-07-08,19.9026,20.0974
2015-07-09,19.9093,20.1044
2015-07-10,19.9047,20.1000
2015-07-13,19.9103,20.1066
2015-07-14,19.9314,20.1282
2015-07-15,19.9276,20.1246
2015-07-16,19.9278,20.1251
2015-07-17,19.9473,20.1451
2015-07-20,19.9339,20.1325
2015-07-21,19.9536,20.1526
2015-07-22,19.9428,20.1420
2015-07-23,19.9542,20.1538
2015-07-24,19.9551,20.1550
2015-07-27,19.9584,20.1592
2015-07-28,19.9668,20.1681
2015-07-29,19.9708,20.1723
2015-07-30,19.9764,20.1783
2015-07-31,19.9875,20.1899
2015-08-03,20.0075,20.2109
2015-08-04,19.9947,20.1982
2015-08-05,20.0057,20.2096
2015-08-06,20.0049,20.2091
2015-08-07,20.0096,20.2141
